"ModuleGroup","Module","TableReference","ModulePurpose","HttpMethod","Endpoint","ShortDescription","LongDescription"
"F_Order_Management","/Invoices","tbl_invoices","Manage invoice records generated for completed or billable orders.","DELETE","/API/HARRY-CLINTON/Invoices","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage invoice records generated for completed or billable orders."
"F_Order_Management","/Order-Addresses","tbl_order_addresses","Store delivery and billing address snapshots for each order.","GET","/API/HARRY-CLINTON/Order-Addresses","View records list","Useful for listing and browsing records in admin/customer interfaces. Store delivery and billing address snapshots for each order."
"F_Order_Management","/Order-Addresses","tbl_order_addresses","Store delivery and billing address snapshots for each order.","GET","/API/HARRY-CLINTON/Order-Addresses/:id","View one record","Useful for opening one specific record in detail view screens. Store delivery and billing address snapshots for each order."
"F_Order_Management","/Order-Addresses","tbl_order_addresses","Store delivery and billing address snapshots for each order.","POST","/API/HARRY-CLINTON/Order-Addresses","Create new record","Useful when business users add new data needed for operations and customer experience. Store delivery and billing address snapshots for each order."
"F_Order_Management","/Order-Addresses","tbl_order_addresses","Store delivery and billing address snapshots for each order.","PUT","/API/HARRY-CLINTON/Order-Addresses","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Store delivery and billing address snapshots for each order."
"F_Order_Management","/Order-Addresses","tbl_order_addresses","Store delivery and billing address snapshots for each order.","DELETE","/API/HARRY-CLINTON/Order-Addresses","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Store delivery and billing address snapshots for each order."
"F_Order_Management","/Order-Cancellations","tbl_order_cancellations","Capture cancellation requests, reasons, and outcomes.","GET","/API/HARRY-CLINTON/Order-Cancellations","View records list","Useful for listing and browsing records in admin/customer interfaces. Capture cancellation requests, reasons, and outcomes."
"F_Order_Management","/Order-Cancellations","tbl_order_cancellations","Capture cancellation requests, reasons, and outcomes.","GET","/API/HARRY-CLINTON/Order-Cancellations/:id","View one record","Useful for opening one specific record in detail view screens. Capture cancellation requests, reasons, and outcomes."
"F_Order_Management","/Order-Cancellations","tbl_order_cancellations","Capture cancellation requests, reasons, and outcomes.","POST","/API/HARRY-CLINTON/Order-Cancellations","Create new record","Useful when business users add new data needed for operations and customer experience. Capture cancellation requests, reasons, and outcomes."
"F_Order_Management","/Order-Cancellations","tbl_order_cancellations","Capture cancellation requests, reasons, and outcomes.","PUT","/API/HARRY-CLINTON/Order-Cancellations","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Capture cancellation requests, reasons, and outcomes."
"F_Order_Management","/Order-Cancellations","tbl_order_cancellations","Capture cancellation requests, reasons, and outcomes.","DELETE","/API/HARRY-CLINTON/Order-Cancellations","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Capture cancellation requests, reasons, and outcomes."
"F_Order_Management","/Order-Items","tbl_order_items","Manage line items that belong to each order.","GET","/API/HARRY-CLINTON/Order-Items","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage line items that belong to each order."
"F_Order_Management","/Order-Items","tbl_order_items","Manage line items that belong to each order.","GET","/API/HARRY-CLINTON/Order-Items/:id","View one record","Useful for opening one specific record in detail view screens. Manage line items that belong to each order."
"F_Order_Management","/Order-Items","tbl_order_items","Manage line items that belong to each order.","POST","/API/HARRY-CLINTON/Order-Items","Create new record","Useful when business users add new data needed for operations and customer experience. Manage line items that belong to each order."
"F_Order_Management","/Order-Items","tbl_order_items","Manage line items that belong to each order.","PUT","/API/HARRY-CLINTON/Order-Items","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage line items that belong to each order."
"F_Order_Management","/Order-Items","tbl_order_items","Manage line items that belong to each order.","DELETE","/API/HARRY-CLINTON/Order-Items","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage line items that belong to each order."
"F_Order_Management","/Orders","tbl_orders","Manage order headers representing customer purchases.","GET","/API/HARRY-CLINTON/Orders","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage order headers representing customer purchases."
"F_Order_Management","/Orders","tbl_orders","Manage order headers representing customer purchases.","GET","/API/HARRY-CLINTON/Orders/:id","View one record","Useful for opening one specific record in detail view screens. Manage order headers representing customer purchases."
"F_Order_Management","/Orders","tbl_orders","Manage order headers representing customer purchases.","POST","/API/HARRY-CLINTON/Orders","Create new record","Useful when business users add new data needed for operations and customer experience. Manage order headers representing customer purchases."
"F_Order_Management","/Orders","tbl_orders","Manage order headers representing customer purchases.","PUT","/API/HARRY-CLINTON/Orders","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage order headers representing customer purchases."
"F_Order_Management","/Orders","tbl_orders","Manage order headers representing customer purchases.","DELETE","/API/HARRY-CLINTON/Orders","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage order headers representing customer purchases."
"F_Order_Management","/Order-Status-History","tbl_order_status_history","Track every order status transition over time.","GET","/API/HARRY-CLINTON/Order-Status-History","View records list","Useful for listing and browsing records in admin/customer interfaces. Track every order status transition over time."
"F_Order_Management","/Order-Status-History","tbl_order_status_history","Track every order status transition over time.","GET","/API/HARRY-CLINTON/Order-Status-History/:id","View one record","Useful for opening one specific record in detail view screens. Track every order status transition over time."
"F_Order_Management","/Order-Status-History","tbl_order_status_history","Track every order status transition over time.","POST","/API/HARRY-CLINTON/Order-Status-History","Create new record","Useful when business users add new data needed for operations and customer experience. Track every order status transition over time."
"F_Order_Management","/Order-Status-History","tbl_order_status_history","Track every order status transition over time.","PUT","/API/HARRY-CLINTON/Order-Status-History","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Track every order status transition over time."
"F_Order_Management","/Order-Status-History","tbl_order_status_history","Track every order status transition over time.","DELETE","/API/HARRY-CLINTON/Order-Status-History","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Track every order status transition over time."
"F_Order_Management","/Order-Status-Master","tbl_order_status_master","Manage valid order statuses used in lifecycle tracking.","GET","/API/HARRY-CLINTON/Order-Status-Master","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage valid order statuses used in lifecycle tracking."
"F_Order_Management","/Order-Status-Master","tbl_order_status_master","Manage valid order statuses used in lifecycle tracking.","GET","/API/HARRY-CLINTON/Order-Status-Master/:id","View one record","Useful for opening one specific record in detail view screens. Manage valid order statuses used in lifecycle tracking."
"F_Order_Management","/Order-Status-Master","tbl_order_status_master","Manage valid order statuses used in lifecycle tracking.","POST","/API/HARRY-CLINTON/Order-Status-Master","Create new record","Useful when business users add new data needed for operations and customer experience. Manage valid order statuses used in lifecycle tracking."
"F_Order_Management","/Order-Status-Master","tbl_order_status_master","Manage valid order statuses used in lifecycle tracking.","PUT","/API/HARRY-CLINTON/Order-Status-Master","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage valid order statuses used in lifecycle tracking."
"F_Order_Management","/Order-Status-Master","tbl_order_status_master","Manage valid order statuses used in lifecycle tracking.","DELETE","/API/HARRY-CLINTON/Order-Status-Master","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage valid order statuses used in lifecycle tracking."
"G_Payments","/Payments","tbl_payments","Record payment transactions, status, and reconciliation fields.","GET","/API/HARRY-CLINTON/Payments","View records list","Useful for listing and browsing records in admin/customer interfaces. Record payment transactions, status, and reconciliation fields."
"G_Payments","/Payments","tbl_payments","Record payment transactions, status, and reconciliation fields.","GET","/API/HARRY-CLINTON/Payments/:id","View one record","Useful for opening one specific record in detail view screens. Record payment transactions, status, and reconciliation fields."
"G_Payments","/Payments","tbl_payments","Record payment transactions, status, and reconciliation fields.","POST","/API/HARRY-CLINTON/Payments","Create new record","Useful when business users add new data needed for operations and customer experience. Record payment transactions, status, and reconciliation fields."
"G_Payments","/Payments","tbl_payments","Record payment transactions, status, and reconciliation fields.","PUT","/API/HARRY-CLINTON/Payments","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Record payment transactions, status, and reconciliation fields."
"G_Payments","/Payments","tbl_payments","Record payment transactions, status, and reconciliation fields.","DELETE","/API/HARRY-CLINTON/Payments","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Record payment transactions, status, and reconciliation fields."
"H_Coupons_&_Discounts","/Coupons","tbl_coupons","Manage coupon definitions and eligibility settings.","GET","/API/HARRY-CLINTON/Coupons","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage coupon definitions and eligibility settings."
"H_Coupons_&_Discounts","/Coupons","tbl_coupons","Manage coupon definitions and eligibility settings.","GET","/API/HARRY-CLINTON/Coupons/:id","View one record","Useful for opening one specific record in detail view screens. Manage coupon definitions and eligibility settings."
"H_Coupons_&_Discounts","/Coupons","tbl_coupons","Manage coupon definitions and eligibility settings.","POST","/API/HARRY-CLINTON/Coupons","Create new record","Useful when business users add new data needed for operations and customer experience. Manage coupon definitions and eligibility settings."
"H_Coupons_&_Discounts","/Coupons","tbl_coupons","Manage coupon definitions and eligibility settings.","PUT","/API/HARRY-CLINTON/Coupons","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage coupon definitions and eligibility settings."
"H_Coupons_&_Discounts","/Coupons","tbl_coupons","Manage coupon definitions and eligibility settings.","DELETE","/API/HARRY-CLINTON/Coupons","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage coupon definitions and eligibility settings."
"H_Coupons_&_Discounts","/Coupon-Usage","tbl_coupon_usage","Track coupon consumption by users and orders to control misuse.","GET","/API/HARRY-CLINTON/Coupon-Usage","View records list","Useful for listing and browsing records in admin/customer interfaces. Track coupon consumption by users and orders to control misuse."
"H_Coupons_&_Discounts","/Coupon-Usage","tbl_coupon_usage","Track coupon consumption by users and orders to control misuse.","GET","/API/HARRY-CLINTON/Coupon-Usage/:id","View one record","Useful for opening one specific record in detail view screens. Track coupon consumption by users and orders to control misuse."
"H_Coupons_&_Discounts","/Coupon-Usage","tbl_coupon_usage","Track coupon consumption by users and orders to control misuse.","POST","/API/HARRY-CLINTON/Coupon-Usage","Create new record","Useful when business users add new data needed for operations and customer experience. Track coupon consumption by users and orders to control misuse."
"H_Coupons_&_Discounts","/Coupon-Usage","tbl_coupon_usage","Track coupon consumption by users and orders to control misuse.","PUT","/API/HARRY-CLINTON/Coupon-Usage","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Track coupon consumption by users and orders to control misuse."
"H_Coupons_&_Discounts","/Coupon-Usage","tbl_coupon_usage","Track coupon consumption by users and orders to control misuse.","DELETE","/API/HARRY-CLINTON/Coupon-Usage","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Track coupon consumption by users and orders to control misuse."
"H_Coupons_&_Discounts","/Discounts","tbl_discounts","Manage discount rules that can apply across product/order contexts.","GET","/API/HARRY-CLINTON/Discounts","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage discount rules that can apply across product/order contexts."
"H_Coupons_&_Discounts","/Discounts","tbl_discounts","Manage discount rules that can apply across product/order contexts.","GET","/API/HARRY-CLINTON/Discounts/:id","View one record","Useful for opening one specific record in detail view screens. Manage discount rules that can apply across product/order contexts."
"H_Coupons_&_Discounts","/Discounts","tbl_discounts","Manage discount rules that can apply across product/order contexts.","POST","/API/HARRY-CLINTON/Discounts","Create new record","Useful when business users add new data needed for operations and customer experience. Manage discount rules that can apply across product/order contexts."
"H_Coupons_&_Discounts","/Discounts","tbl_discounts","Manage discount rules that can apply across product/order contexts.","PUT","/API/HARRY-CLINTON/Discounts","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage discount rules that can apply across product/order contexts."
"H_Coupons_&_Discounts","/Discounts","tbl_discounts","Manage discount rules that can apply across product/order contexts.","DELETE","/API/HARRY-CLINTON/Discounts","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage discount rules that can apply across product/order contexts."
"H_Coupons_&_Discounts","/Discount-Targets","tbl_discount_targets","Map discounts to applicable targets such as products or collections.","GET","/API/HARRY-CLINTON/Discount-Targets","View records list","Useful for listing and browsing records in admin/customer interfaces. Map discounts to applicable targets such as products or collections."
"H_Coupons_&_Discounts","/Discount-Targets","tbl_discount_targets","Map discounts to applicable targets such as products or collections.","GET","/API/HARRY-CLINTON/Discount-Targets/:id","View one record","Useful for opening one specific record in detail view screens. Map discounts to applicable targets such as products or collections."
"H_Coupons_&_Discounts","/Discount-Targets","tbl_discount_targets","Map discounts to applicable targets such as products or collections.","POST","/API/HARRY-CLINTON/Discount-Targets","Create new record","Useful when business users add new data needed for operations and customer experience. Map discounts to applicable targets such as products or collections."
"H_Coupons_&_Discounts","/Discount-Targets","tbl_discount_targets","Map discounts to applicable targets such as products or collections.","PUT","/API/HARRY-CLINTON/Discount-Targets","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Map discounts to applicable targets such as products or collections."
"H_Coupons_&_Discounts","/Discount-Targets","tbl_discount_targets","Map discounts to applicable targets such as products or collections.","DELETE","/API/HARRY-CLINTON/Discount-Targets","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Map discounts to applicable targets such as products or collections."
"H_Coupons_&_Discounts","/Order-Promotions","tbl_order_promotions","Store promotion benefits actually applied to placed orders.","GET","/API/HARRY-CLINTON/Order-Promotions","View records list","Useful for listing and browsing records in admin/customer interfaces. Store promotion benefits actually applied to placed orders."
"H_Coupons_&_Discounts","/Order-Promotions","tbl_order_promotions","Store promotion benefits actually applied to placed orders.","GET","/API/HARRY-CLINTON/Order-Promotions/:id","View one record","Useful for opening one specific record in detail view screens. Store promotion benefits actually applied to placed orders."
"H_Coupons_&_Discounts","/Order-Promotions","tbl_order_promotions","Store promotion benefits actually applied to placed orders.","POST","/API/HARRY-CLINTON/Order-Promotions","Create new record","Useful when business users add new data needed for operations and customer experience. Store promotion benefits actually applied to placed orders."
"H_Coupons_&_Discounts","/Order-Promotions","tbl_order_promotions","Store promotion benefits actually applied to placed orders.","PUT","/API/HARRY-CLINTON/Order-Promotions","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Store promotion benefits actually applied to placed orders."
"H_Coupons_&_Discounts","/Order-Promotions","tbl_order_promotions","Store promotion benefits actually applied to placed orders.","DELETE","/API/HARRY-CLINTON/Order-Promotions","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Store promotion benefits actually applied to placed orders."
"HC_A_Header_Running_Bars","/Running-Bar","tbl_running_bars","Manage running information bars used for high-visibility announcements.","GET","/API/HARRY-CLINTON/Running-Bar","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage running information bars used for high-visibility announcements."
"HC_A_Header_Running_Bars","/Running-Bar","tbl_running_bars","Manage running information bars used for high-visibility announcements.","GET","/API/HARRY-CLINTON/Running-Bar/:id","View one record","Useful for opening one specific record in detail view screens. Manage running information bars used for high-visibility announcements."
"HC_A_Header_Running_Bars","/Running-Bar","tbl_running_bars","Manage running information bars used for high-visibility announcements.","POST","/API/HARRY-CLINTON/Running-Bar","Create new record","Useful when business users add new data needed for operations and customer experience. Manage running information bars used for high-visibility announcements."
"HC_A_Header_Running_Bars","/Running-Bar","tbl_running_bars","Manage running information bars used for high-visibility announcements.","PUT","/API/HARRY-CLINTON/Running-Bar","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage running information bars used for high-visibility announcements."
"HC_A_Header_Running_Bars","/Running-Bar","tbl_running_bars","Manage running information bars used for high-visibility announcements.","DELETE","/API/HARRY-CLINTON/Running-Bar","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage running information bars used for high-visibility announcements."
"HC_A_Header_Running_Bars","/Running-Bar-Items","tbl_running_bar_items","Manage items/messages shown inside each running bar.","GET","/API/HARRY-CLINTON/Running-Bar-Items","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage items/messages shown inside each running bar."
"HC_A_Header_Running_Bars","/Running-Bar-Items","tbl_running_bar_items","Manage items/messages shown inside each running bar.","GET","/API/HARRY-CLINTON/Running-Bar-Items/:id","View one record","Useful for opening one specific record in detail view screens. Manage items/messages shown inside each running bar."
"HC_A_Header_Running_Bars","/Running-Bar-Items","tbl_running_bar_items","Manage items/messages shown inside each running bar.","POST","/API/HARRY-CLINTON/Running-Bar-Items","Create new record","Useful when business users add new data needed for operations and customer experience. Manage items/messages shown inside each running bar."
"HC_A_Header_Running_Bars","/Running-Bar-Items","tbl_running_bar_items","Manage items/messages shown inside each running bar.","PUT","/API/HARRY-CLINTON/Running-Bar-Items","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage items/messages shown inside each running bar."
"HC_A_Header_Running_Bars","/Running-Bar-Items","tbl_running_bar_items","Manage items/messages shown inside each running bar.","DELETE","/API/HARRY-CLINTON/Running-Bar-Items","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage items/messages shown inside each running bar."
"HC_B_Menu_Navigation","/Menu-Category","tbl_menu_categories","Manage top-level menu categories used for site navigation.","GET","/API/HARRY-CLINTON/Menu-Category","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage top-level menu categories used for site navigation."
"HC_B_Menu_Navigation","/Menu-Category","tbl_menu_categories","Manage top-level menu categories used for site navigation.","GET","/API/HARRY-CLINTON/Menu-Category/:id","View one record","Useful for opening one specific record in detail view screens. Manage top-level menu categories used for site navigation."
"HC_B_Menu_Navigation","/Menu-Category","tbl_menu_categories","Manage top-level menu categories used for site navigation.","POST","/API/HARRY-CLINTON/Menu-Category","Create new record","Useful when business users add new data needed for operations and customer experience. Manage top-level menu categories used for site navigation."
"HC_B_Menu_Navigation","/Menu-Category","tbl_menu_categories","Manage top-level menu categories used for site navigation.","PUT","/API/HARRY-CLINTON/Menu-Category","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage top-level menu categories used for site navigation."
"HC_B_Menu_Navigation","/Menu-Category","tbl_menu_categories","Manage top-level menu categories used for site navigation.","DELETE","/API/HARRY-CLINTON/Menu-Category","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage top-level menu categories used for site navigation."
"HC_B_Menu_Navigation","/Menu-Sub-Category","tbl_menu_subcategories","Manage sub-categories under top-level navigation.","GET","/API/HARRY-CLINTON/Menu-Sub-Category","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage sub-categories under top-level navigation."
"HC_B_Menu_Navigation","/Menu-Sub-Category","tbl_menu_subcategories","Manage sub-categories under top-level navigation.","GET","/API/HARRY-CLINTON/Menu-Sub-Category/:id","View one record","Useful for opening one specific record in detail view screens. Manage sub-categories under top-level navigation."
"HC_B_Menu_Navigation","/Menu-Sub-Category","tbl_menu_subcategories","Manage sub-categories under top-level navigation.","POST","/API/HARRY-CLINTON/Menu-Sub-Category","Create new record","Useful when business users add new data needed for operations and customer experience. Manage sub-categories under top-level navigation."
"HC_B_Menu_Navigation","/Menu-Sub-Category","tbl_menu_subcategories","Manage sub-categories under top-level navigation.","PUT","/API/HARRY-CLINTON/Menu-Sub-Category","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage sub-categories under top-level navigation."
"HC_B_Menu_Navigation","/Menu-Sub-Category","tbl_menu_subcategories","Manage sub-categories under top-level navigation.","DELETE","/API/HARRY-CLINTON/Menu-Sub-Category","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage sub-categories under top-level navigation."
"HC_C_Home_Visuals","/Image-Sliders","tbl_image_sliders","Manage homepage slider visuals and ordering.","GET","/API/HARRY-CLINTON/Image-Sliders","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage homepage slider visuals and ordering."
"HC_C_Home_Visuals","/Image-Sliders","tbl_image_sliders","Manage homepage slider visuals and ordering.","GET","/API/HARRY-CLINTON/Image-Sliders/:id","View one record","Useful for opening one specific record in detail view screens. Manage homepage slider visuals and ordering."
"HC_C_Home_Visuals","/Image-Sliders","tbl_image_sliders","Manage homepage slider visuals and ordering.","POST","/API/HARRY-CLINTON/Image-Sliders","Create new record","Useful when business users add new data needed for operations and customer experience. Manage homepage slider visuals and ordering."
"HC_C_Home_Visuals","/Image-Sliders","tbl_image_sliders","Manage homepage slider visuals and ordering.","PUT","/API/HARRY-CLINTON/Image-Sliders","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage homepage slider visuals and ordering."
"HC_C_Home_Visuals","/Image-Sliders","tbl_image_sliders","Manage homepage slider visuals and ordering.","DELETE","/API/HARRY-CLINTON/Image-Sliders","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage homepage slider visuals and ordering."
"HC_C_Home_Visuals","/Menu-Video","tbl_menu_videos","Manage menu/hero videos used in visual merchandising.","GET","/API/HARRY-CLINTON/Menu-Video","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage menu/hero videos used in visual merchandising."
"HC_C_Home_Visuals","/Menu-Video","tbl_menu_videos","Manage menu/hero videos used in visual merchandising.","GET","/API/HARRY-CLINTON/Menu-Video/:id","View one record","Useful for opening one specific record in detail view screens. Manage menu/hero videos used in visual merchandising."
"HC_C_Home_Visuals","/Menu-Video","tbl_menu_videos","Manage menu/hero videos used in visual merchandising.","POST","/API/HARRY-CLINTON/Menu-Video","Create new record","Useful when business users add new data needed for operations and customer experience. Manage menu/hero videos used in visual merchandising."
"HC_C_Home_Visuals","/Menu-Video","tbl_menu_videos","Manage menu/hero videos used in visual merchandising.","PUT","/API/HARRY-CLINTON/Menu-Video","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage menu/hero videos used in visual merchandising."
"HC_C_Home_Visuals","/Menu-Video","tbl_menu_videos","Manage menu/hero videos used in visual merchandising.","DELETE","/API/HARRY-CLINTON/Menu-Video","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage menu/hero videos used in visual merchandising."
"HC_D_Spotlight","/Spotlight-Entries","tbl_spotlight_entries","Manage spotlight stories or featured blocks.","GET","/API/HARRY-CLINTON/Spotlight-Entries","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage spotlight stories or featured blocks."
"HC_D_Spotlight","/Spotlight-Entries","tbl_spotlight_entries","Manage spotlight stories or featured blocks.","GET","/API/HARRY-CLINTON/Spotlight-Entries/:id","View one record","Useful for opening one specific record in detail view screens. Manage spotlight stories or featured blocks."
"HC_D_Spotlight","/Spotlight-Entries","tbl_spotlight_entries","Manage spotlight stories or featured blocks.","POST","/API/HARRY-CLINTON/Spotlight-Entries","Create new record","Useful when business users add new data needed for operations and customer experience. Manage spotlight stories or featured blocks."
"HC_D_Spotlight","/Spotlight-Entries","tbl_spotlight_entries","Manage spotlight stories or featured blocks.","PUT","/API/HARRY-CLINTON/Spotlight-Entries","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage spotlight stories or featured blocks."
"HC_D_Spotlight","/Spotlight-Entries","tbl_spotlight_entries","Manage spotlight stories or featured blocks.","DELETE","/API/HARRY-CLINTON/Spotlight-Entries","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage spotlight stories or featured blocks."
"HC_D_Spotlight","/Spotlight-Media","tbl_spotlight_media","Manage media assets for spotlight entries.","GET","/API/HARRY-CLINTON/Spotlight-Media","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage media assets for spotlight entries."
"HC_D_Spotlight","/Spotlight-Media","tbl_spotlight_media","Manage media assets for spotlight entries.","GET","/API/HARRY-CLINTON/Spotlight-Media/:id","View one record","Useful for opening one specific record in detail view screens. Manage media assets for spotlight entries."
"HC_D_Spotlight","/Spotlight-Media","tbl_spotlight_media","Manage media assets for spotlight entries.","POST","/API/HARRY-CLINTON/Spotlight-Media","Create new record","Useful when business users add new data needed for operations and customer experience. Manage media assets for spotlight entries."
"HC_D_Spotlight","/Spotlight-Media","tbl_spotlight_media","Manage media assets for spotlight entries.","PUT","/API/HARRY-CLINTON/Spotlight-Media","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage media assets for spotlight entries."
"HC_D_Spotlight","/Spotlight-Media","tbl_spotlight_media","Manage media assets for spotlight entries.","DELETE","/API/HARRY-CLINTON/Spotlight-Media","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage media assets for spotlight entries."
"HC_E_Style_by_HC","/Style-Collection-Media","tbl_style_collection_media","Manage media items attached to style collections.","GET","/API/HARRY-CLINTON/Style-Collection-Media","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage media items attached to style collections."
"HC_E_Style_by_HC","/Style-Collection-Media","tbl_style_collection_media","Manage media items attached to style collections.","GET","/API/HARRY-CLINTON/Style-Collection-Media/:id","View one record","Useful for opening one specific record in detail view screens. Manage media items attached to style collections."
"HC_E_Style_by_HC","/Style-Collection-Media","tbl_style_collection_media","Manage media items attached to style collections.","POST","/API/HARRY-CLINTON/Style-Collection-Media","Create new record","Useful when business users add new data needed for operations and customer experience. Manage media items attached to style collections."
"HC_E_Style_by_HC","/Style-Collection-Media","tbl_style_collection_media","Manage media items attached to style collections.","PUT","/API/HARRY-CLINTON/Style-Collection-Media","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage media items attached to style collections."
"HC_E_Style_by_HC","/Style-Collection-Media","tbl_style_collection_media","Manage media items attached to style collections.","DELETE","/API/HARRY-CLINTON/Style-Collection-Media","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage media items attached to style collections."
"HC_E_Style_by_HC","/Style-Collections","tbl_style_collections","Manage style collections for lookbook-like discovery.","GET","/API/HARRY-CLINTON/Style-Collections","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage style collections for lookbook-like discovery."
"HC_E_Style_by_HC","/Style-Collections","tbl_style_collections","Manage style collections for lookbook-like discovery.","GET","/API/HARRY-CLINTON/Style-Collections/:id","View one record","Useful for opening one specific record in detail view screens. Manage style collections for lookbook-like discovery."
"HC_E_Style_by_HC","/Style-Collections","tbl_style_collections","Manage style collections for lookbook-like discovery.","POST","/API/HARRY-CLINTON/Style-Collections","Create new record","Useful when business users add new data needed for operations and customer experience. Manage style collections for lookbook-like discovery."
"HC_E_Style_by_HC","/Style-Collections","tbl_style_collections","Manage style collections for lookbook-like discovery.","PUT","/API/HARRY-CLINTON/Style-Collections","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage style collections for lookbook-like discovery."
"HC_E_Style_by_HC","/Style-Collections","tbl_style_collections","Manage style collections for lookbook-like discovery.","DELETE","/API/HARRY-CLINTON/Style-Collections","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage style collections for lookbook-like discovery."
"HC_F_Appointments","/Appointment-Date-Slots","tbl_appointment_date_slots","Manage available appointment dates.","GET","/API/HARRY-CLINTON/Appointment-Date-Slots","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage available appointment dates."
"HC_F_Appointments","/Appointment-Date-Slots","tbl_appointment_date_slots","Manage available appointment dates.","GET","/API/HARRY-CLINTON/Appointment-Date-Slots/:id","View one record","Useful for opening one specific record in detail view screens. Manage available appointment dates."
"HC_F_Appointments","/Appointment-Date-Slots","tbl_appointment_date_slots","Manage available appointment dates.","POST","/API/HARRY-CLINTON/Appointment-Date-Slots","Create new record","Useful when business users add new data needed for operations and customer experience. Manage available appointment dates."
"HC_F_Appointments","/Appointment-Date-Slots","tbl_appointment_date_slots","Manage available appointment dates.","PUT","/API/HARRY-CLINTON/Appointment-Date-Slots","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage available appointment dates."
"HC_F_Appointments","/Appointment-Date-Slots","tbl_appointment_date_slots","Manage available appointment dates.","DELETE","/API/HARRY-CLINTON/Appointment-Date-Slots","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage available appointment dates."
"HC_F_Appointments","/Appointment-Slot-Blocks","tbl_appointment_slot_blocks","Block date/time windows to prevent booking in unavailable periods.","GET","/API/HARRY-CLINTON/Appointment-Slot-Blocks","View records list","Useful for listing and browsing records in admin/customer interfaces. Block date/time windows to prevent booking in unavailable periods."
