"ModuleGroup","ModuleMount","RouteFile","Crud5Complete","HttpMethod","Endpoint","PayloadContract","ResponseTypes","Notes"
"D_Wishlist_Management","/Wishlists","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlists.js","Yes","GET","/API/HARRY-CLINTON/Wishlists/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlists","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlists.js","Yes","POST","/API/HARRY-CLINTON/Wishlists","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlists","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlists.js","Yes","PUT","/API/HARRY-CLINTON/Wishlists","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"D_Wishlist_Management","/Wishlists","routes/HARRY_CLINTON/D_Wishlist_Management/Wishlists.js","Yes","DELETE","/API/HARRY-CLINTON/Wishlists","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Cart-Items","routes/HARRY_CLINTON/E_Cart_Management/Cart_Items.js","Yes","GET","/API/HARRY-CLINTON/Cart-Items","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Cart-Items","routes/HARRY_CLINTON/E_Cart_Management/Cart_Items.js","Yes","GET","/API/HARRY-CLINTON/Cart-Items/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Cart-Items","routes/HARRY_CLINTON/E_Cart_Management/Cart_Items.js","Yes","POST","/API/HARRY-CLINTON/Cart-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Cart-Items","routes/HARRY_CLINTON/E_Cart_Management/Cart_Items.js","Yes","PUT","/API/HARRY-CLINTON/Cart-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Cart-Items","routes/HARRY_CLINTON/E_Cart_Management/Cart_Items.js","Yes","DELETE","/API/HARRY-CLINTON/Cart-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Carts","routes/HARRY_CLINTON/E_Cart_Management/Carts.js","Yes","GET","/API/HARRY-CLINTON/Carts","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Carts","routes/HARRY_CLINTON/E_Cart_Management/Carts.js","Yes","GET","/API/HARRY-CLINTON/Carts/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Carts","routes/HARRY_CLINTON/E_Cart_Management/Carts.js","Yes","POST","/API/HARRY-CLINTON/Carts","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Carts","routes/HARRY_CLINTON/E_Cart_Management/Carts.js","Yes","PUT","/API/HARRY-CLINTON/Carts","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"E_Cart_Management","/Carts","routes/HARRY_CLINTON/E_Cart_Management/Carts.js","Yes","DELETE","/API/HARRY-CLINTON/Carts","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Invoices","routes/HARRY_CLINTON/F_Order_Management/Invoices.js","Yes","GET","/API/HARRY-CLINTON/Invoices","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Invoices","routes/HARRY_CLINTON/F_Order_Management/Invoices.js","Yes","GET","/API/HARRY-CLINTON/Invoices/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Invoices","routes/HARRY_CLINTON/F_Order_Management/Invoices.js","Yes","POST","/API/HARRY-CLINTON/Invoices","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Invoices","routes/HARRY_CLINTON/F_Order_Management/Invoices.js","Yes","PUT","/API/HARRY-CLINTON/Invoices","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Invoices","routes/HARRY_CLINTON/F_Order_Management/Invoices.js","Yes","DELETE","/API/HARRY-CLINTON/Invoices","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Addresses","routes/HARRY_CLINTON/F_Order_Management/Order_Addresses.js","Yes","GET","/API/HARRY-CLINTON/Order-Addresses","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Addresses","routes/HARRY_CLINTON/F_Order_Management/Order_Addresses.js","Yes","GET","/API/HARRY-CLINTON/Order-Addresses/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Addresses","routes/HARRY_CLINTON/F_Order_Management/Order_Addresses.js","Yes","POST","/API/HARRY-CLINTON/Order-Addresses","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Addresses","routes/HARRY_CLINTON/F_Order_Management/Order_Addresses.js","Yes","PUT","/API/HARRY-CLINTON/Order-Addresses","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Addresses","routes/HARRY_CLINTON/F_Order_Management/Order_Addresses.js","Yes","DELETE","/API/HARRY-CLINTON/Order-Addresses","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Cancellations","routes/HARRY_CLINTON/F_Order_Management/Order_Cancellations.js","Yes","GET","/API/HARRY-CLINTON/Order-Cancellations","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Cancellations","routes/HARRY_CLINTON/F_Order_Management/Order_Cancellations.js","Yes","GET","/API/HARRY-CLINTON/Order-Cancellations/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Cancellations","routes/HARRY_CLINTON/F_Order_Management/Order_Cancellations.js","Yes","POST","/API/HARRY-CLINTON/Order-Cancellations","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Cancellations","routes/HARRY_CLINTON/F_Order_Management/Order_Cancellations.js","Yes","PUT","/API/HARRY-CLINTON/Order-Cancellations","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Cancellations","routes/HARRY_CLINTON/F_Order_Management/Order_Cancellations.js","Yes","DELETE","/API/HARRY-CLINTON/Order-Cancellations","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Items","routes/HARRY_CLINTON/F_Order_Management/Order_Items.js","Yes","GET","/API/HARRY-CLINTON/Order-Items","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Items","routes/HARRY_CLINTON/F_Order_Management/Order_Items.js","Yes","GET","/API/HARRY-CLINTON/Order-Items/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Items","routes/HARRY_CLINTON/F_Order_Management/Order_Items.js","Yes","POST","/API/HARRY-CLINTON/Order-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Items","routes/HARRY_CLINTON/F_Order_Management/Order_Items.js","Yes","PUT","/API/HARRY-CLINTON/Order-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Items","routes/HARRY_CLINTON/F_Order_Management/Order_Items.js","Yes","DELETE","/API/HARRY-CLINTON/Order-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Orders","routes/HARRY_CLINTON/F_Order_Management/Orders.js","Yes","GET","/API/HARRY-CLINTON/Orders","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Orders","routes/HARRY_CLINTON/F_Order_Management/Orders.js","Yes","GET","/API/HARRY-CLINTON/Orders/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Orders","routes/HARRY_CLINTON/F_Order_Management/Orders.js","Yes","POST","/API/HARRY-CLINTON/Orders","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Orders","routes/HARRY_CLINTON/F_Order_Management/Orders.js","Yes","PUT","/API/HARRY-CLINTON/Orders","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Orders","routes/HARRY_CLINTON/F_Order_Management/Orders.js","Yes","DELETE","/API/HARRY-CLINTON/Orders","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-History","routes/HARRY_CLINTON/F_Order_Management/Order_Status_History.js","Yes","GET","/API/HARRY-CLINTON/Order-Status-History","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-History","routes/HARRY_CLINTON/F_Order_Management/Order_Status_History.js","Yes","GET","/API/HARRY-CLINTON/Order-Status-History/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-History","routes/HARRY_CLINTON/F_Order_Management/Order_Status_History.js","Yes","POST","/API/HARRY-CLINTON/Order-Status-History","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-History","routes/HARRY_CLINTON/F_Order_Management/Order_Status_History.js","Yes","PUT","/API/HARRY-CLINTON/Order-Status-History","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-History","routes/HARRY_CLINTON/F_Order_Management/Order_Status_History.js","Yes","DELETE","/API/HARRY-CLINTON/Order-Status-History","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-Master","routes/HARRY_CLINTON/F_Order_Management/Order_Status_Master.js","Yes","GET","/API/HARRY-CLINTON/Order-Status-Master","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-Master","routes/HARRY_CLINTON/F_Order_Management/Order_Status_Master.js","Yes","GET","/API/HARRY-CLINTON/Order-Status-Master/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-Master","routes/HARRY_CLINTON/F_Order_Management/Order_Status_Master.js","Yes","POST","/API/HARRY-CLINTON/Order-Status-Master","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-Master","routes/HARRY_CLINTON/F_Order_Management/Order_Status_Master.js","Yes","PUT","/API/HARRY-CLINTON/Order-Status-Master","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"F_Order_Management","/Order-Status-Master","routes/HARRY_CLINTON/F_Order_Management/Order_Status_Master.js","Yes","DELETE","/API/HARRY-CLINTON/Order-Status-Master","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"G_Payments","/Payments","routes/HARRY_CLINTON/G_Payments/Payments.js","Yes","GET","/API/HARRY-CLINTON/Payments","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"G_Payments","/Payments","routes/HARRY_CLINTON/G_Payments/Payments.js","Yes","GET","/API/HARRY-CLINTON/Payments/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"G_Payments","/Payments","routes/HARRY_CLINTON/G_Payments/Payments.js","Yes","POST","/API/HARRY-CLINTON/Payments","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"G_Payments","/Payments","routes/HARRY_CLINTON/G_Payments/Payments.js","Yes","PUT","/API/HARRY-CLINTON/Payments","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"G_Payments","/Payments","routes/HARRY_CLINTON/G_Payments/Payments.js","Yes","DELETE","/API/HARRY-CLINTON/Payments","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupons","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupons.js","Yes","GET","/API/HARRY-CLINTON/Coupons","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupons","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupons.js","Yes","GET","/API/HARRY-CLINTON/Coupons/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupons","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupons.js","Yes","POST","/API/HARRY-CLINTON/Coupons","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupons","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupons.js","Yes","PUT","/API/HARRY-CLINTON/Coupons","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupons","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupons.js","Yes","DELETE","/API/HARRY-CLINTON/Coupons","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupon-Usage","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupon_Usage.js","Yes","GET","/API/HARRY-CLINTON/Coupon-Usage","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupon-Usage","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupon_Usage.js","Yes","GET","/API/HARRY-CLINTON/Coupon-Usage/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupon-Usage","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupon_Usage.js","Yes","POST","/API/HARRY-CLINTON/Coupon-Usage","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupon-Usage","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupon_Usage.js","Yes","PUT","/API/HARRY-CLINTON/Coupon-Usage","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Coupon-Usage","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Coupon_Usage.js","Yes","DELETE","/API/HARRY-CLINTON/Coupon-Usage","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discounts","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discounts.js","Yes","GET","/API/HARRY-CLINTON/Discounts","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discounts","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discounts.js","Yes","GET","/API/HARRY-CLINTON/Discounts/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discounts","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discounts.js","Yes","POST","/API/HARRY-CLINTON/Discounts","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discounts","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discounts.js","Yes","PUT","/API/HARRY-CLINTON/Discounts","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discounts","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discounts.js","Yes","DELETE","/API/HARRY-CLINTON/Discounts","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discount-Targets","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discount_Targets.js","Yes","GET","/API/HARRY-CLINTON/Discount-Targets","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discount-Targets","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discount_Targets.js","Yes","GET","/API/HARRY-CLINTON/Discount-Targets/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discount-Targets","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discount_Targets.js","Yes","POST","/API/HARRY-CLINTON/Discount-Targets","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discount-Targets","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discount_Targets.js","Yes","PUT","/API/HARRY-CLINTON/Discount-Targets","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Discount-Targets","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Discount_Targets.js","Yes","DELETE","/API/HARRY-CLINTON/Discount-Targets","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Order-Promotions","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Order_Promotions.js","Yes","GET","/API/HARRY-CLINTON/Order-Promotions","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Order-Promotions","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Order_Promotions.js","Yes","GET","/API/HARRY-CLINTON/Order-Promotions/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Order-Promotions","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Order_Promotions.js","Yes","POST","/API/HARRY-CLINTON/Order-Promotions","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Order-Promotions","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Order_Promotions.js","Yes","PUT","/API/HARRY-CLINTON/Order-Promotions","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"H_Coupons_&_Discounts","/Order-Promotions","routes/HARRY_CLINTON/H_Coupons_&_Discounts/Order_Promotions.js","Yes","DELETE","/API/HARRY-CLINTON/Order-Promotions","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBar.js","Yes","GET","/API/HARRY-CLINTON/Running-Bar","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBar.js","Yes","GET","/API/HARRY-CLINTON/Running-Bar/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBar.js","Yes","POST","/API/HARRY-CLINTON/Running-Bar","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBar.js","Yes","PUT","/API/HARRY-CLINTON/Running-Bar","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBar.js","Yes","DELETE","/API/HARRY-CLINTON/Running-Bar","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar-Items","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBarItems.js","Yes","GET","/API/HARRY-CLINTON/Running-Bar-Items","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar-Items","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBarItems.js","Yes","GET","/API/HARRY-CLINTON/Running-Bar-Items/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar-Items","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBarItems.js","Yes","POST","/API/HARRY-CLINTON/Running-Bar-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar-Items","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBarItems.js","Yes","PUT","/API/HARRY-CLINTON/Running-Bar-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_A_Header_Running_Bars","/Running-Bar-Items","routes/HARRY_CLINTON/HC_A_Header_Running_Bars/RunningBarItems.js","Yes","DELETE","/API/HARRY-CLINTON/Running-Bar-Items","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuCategory.js","Yes","GET","/API/HARRY-CLINTON/Menu-Category","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuCategory.js","Yes","GET","/API/HARRY-CLINTON/Menu-Category/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuCategory.js","Yes","POST","/API/HARRY-CLINTON/Menu-Category","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuCategory.js","Yes","PUT","/API/HARRY-CLINTON/Menu-Category","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuCategory.js","Yes","DELETE","/API/HARRY-CLINTON/Menu-Category","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Sub-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuSubCategory.js","Yes","GET","/API/HARRY-CLINTON/Menu-Sub-Category","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Sub-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuSubCategory.js","Yes","GET","/API/HARRY-CLINTON/Menu-Sub-Category/:id","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Sub-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuSubCategory.js","Yes","POST","/API/HARRY-CLINTON/Menu-Sub-Category","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Sub-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuSubCategory.js","Yes","PUT","/API/HARRY-CLINTON/Menu-Sub-Category","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_B_Menu_Navigation","/Menu-Sub-Category","routes/HARRY_CLINTON/HC_B_Menu_Navigation/MenuSubCategory.js","Yes","DELETE","/API/HARRY-CLINTON/Menu-Sub-Category","application/json body (module-specific fields)","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
"HC_C_Home_Visuals","/Image-Sliders","routes/HARRY_CLINTON/HC_C_Home_Visuals/Image_Sliders.js","Yes","GET","/API/HARRY-CLINTON/Image-Sliders","path/query params as applicable","200 success; 400/405 validation; 404 not found; 409 conflict (some modules); 500 server error","Generated from route files only"
